nom,cog,catpop,nom_propre,nom_propre_et_dep,taux_hlm_legal,taux_hlm_2015,nb_menages_2013,uc_par_menage,revenu_median_uc,decile_revenu,nb_res_secondaires
VAUXBUIN,02770,Entre 500 et 999 habitants,Vauxbuin,Vauxbuin (2),,,324,1.81,22455,8,14
VAUX-EN-VERMANDOIS,02772,Moins de 500 habitants,Vaux-en-Vermandois,Vaux-en-Vermandois (2),,,56,1.83,20297,6,2
VAUXTIN,02773,Moins de 500 habitants,Vauxtin,Vauxtin (2),,,22,1.81,0,10,8
VENDELLES,02774,Moins de 500 habitants,Vendelles,Vendelles (2),,,44,1.85,21279,7,0
VENDHUILE,02776,Entre 500 et 999 habitants,Vendhuile,Vendhuile (2),,,208,1.99,16933,1,21
VENDIERES,02777,Moins de 500 habitants,Vendières,Vendières (2),,,64,1.88,22762,8,33
VENDRESSE-BEAULNE,02778,Moins de 500 habitants,Vendresse-Beaulne,Vendresse-Beaulne (2),,,44,2.00,18817,4,4
VENEROLLES,02779,Moins de 500 habitants,Vénérolles,Vénérolles (2),,,96,1.86,18148,3,9
VERDILLY,02781,Moins de 500 habitants,Verdilly,Verdilly (2),,,177,1.97,21952,8,5
VERGUIER (LE ),02782,Moins de 500 habitants,Le Verguier,Le Verguier (2),,,91,1.92,17558,2,4
GRAND-VERLY,02783,Moins de 500 habitants,Grand-Verly,Grand-Verly (2),,,56,2.03,16306,1,13
VERMAND,02785,Entre 1 000 et  3 499 habitants,Vermand,Vermand (2),,,436,1.90,20281,6,12
VERNEUIL-SOUS-COUCY,02786,Moins de 500 habitants,Verneuil-sous-Coucy,Verneuil-sous-Coucy (2),,,56,1.70,17403,2,2
VERSIGNY,02788,Moins de 500 habitants,Versigny,Versigny (2),,,200,1.86,17876,3,12
VERVINS,02789,Entre 1 000 et  3 499 habitants,Vervins,Vervins (2),,,1172,1.70,16491,1,25
VESLES-ET-CAUMONT,02790,Moins de 500 habitants,Vesles-et-Caumont,Vesles-et-Caumont (2),,,95,1.89,20047,6,8
VESLUD,02791,Moins de 500 habitants,Veslud,Veslud (2),,,113,1.87,24281,9,12
VEUILLY-LA-POTERIE,02792,Moins de 500 habitants,Veuilly-la-Poterie,Veuilly-la-Poterie (2),,,60,1.91,20629,7,25
VEZILLY,02794,Moins de 500 habitants,Vézilly,Vézilly (2),,,77,1.91,22620,8,32
VIC-SUR-AISNE,02795,Entre 1 000 et  3 499 habitants,Vic-sur-Aisne,Vic-sur-Aisne (2),,,790,1.77,18986,4,17
MALANDRY,08269,Moins de 500 habitants,Malandry,Malandry (8),,,32,1.86,0,10,0
MANRE,08271,Moins de 500 habitants,Manre,Manre (8),,,41,1.62,0,10,5
MARANWEZ,08272,Moins de 500 habitants,Maranwez,Maranwez (8),,,23,1.79,0,10,5
MARBY,08273,Moins de 500 habitants,Marby,Marby (8),,,36,1.74,0,10,6
MARCQ,08274,Moins de 500 habitants,Marcq,Marcq (8),,,43,1.73,18518,3,28
MARGNY,08275,Moins de 500 habitants,Margny,Margny (8),,,72,1.95,18923,4,21
MARGUT,08276,Entre 500 et 999 habitants,Margut,Margut (8),,,327,1.90,17016,1,16
MARLEMONT,08277,Moins de 500 habitants,Marlemont,Marlemont (8),,,51,2.07,15127,1,3
MARQUIGNY,08278,Moins de 500 habitants,Marquigny,Marquigny (8),,,38,1.86,0,10,8
MARS-SOUS-BOURCQ,08279,Moins de 500 habitants,Mars-sous-Bourcq,Mars-sous-Bourcq (8),,,21,1.99,0,10,0
MARVAUX-VIEUX,08280,Moins de 500 habitants,Marvaux-Vieux,Marvaux-Vieux (8),,,33,1.86,0,10,0
MATTON-ET-CLEMENCY,08281,Moins de 500 habitants,Matton-et-Clémency,Matton-et-Clémency (8),,,185,1.87,18244,3,21
MAUBERT-FONTAINE,08282,Entre 1 000 et  3 499 habitants,Maubert-Fontaine,Maubert-Fontaine (8),,,418,1.94,17231,2,31
MAZERNY,08283,Moins de 500 habitants,Mazerny,Mazerny (8),,,60,1.65,21299,7,6
MAZURES (LES),08284,Entre 500 et 999 habitants,Les Mazures,Les Mazures (8),,,383,1.91,19175,5,17
MENIL-ANNELLES,08286,Moins de 500 habitants,Ménil-Annelles,Ménil-Annelles (8),,,46,1.78,21694,8,0
MENIL-LEPINOIS,08287,Moins de 500 habitants,Ménil-Lépinois,Ménil-Lépinois (8),,,50,2.12,28128,10,1
MESMONT,08288,Moins de 500 habitants,Mesmont,Mesmont (8),,,41,1.92,0,10,6
MESSINCOURT,08289,Entre 500 et 999 habitants,Messincourt,Messincourt (8),,,224,2.10,18393,3,14
MOGUES,08291,Moins de 500 habitants,Mogues,Mogues (8),,,65,2.00,20040,6,9
MOIRY,08293,Moins de 500 habitants,Moiry,Moiry (8),,,79,1.93,18559,3,1
MONCELLE (LA),08294,Moins de 500 habitants,La Moncelle,La Moncelle (8),,,59,1.77,18941,4,2
MONDIGNY,08295,Moins de 500 habitants,Mondigny,Mondigny (8),,,71,1.84,23213,9,6
MONTCHEUTIN,08296,Moins de 500 habitants,Montcheutin,Montcheutin (8),,,56,1.91,17333,2,12
MONTCORNET,08297,Moins de 500 habitants,Montcornet,Montcornet (8),,,103,2.08,21311,7,6
MONTCY-NOTRE-DAME,08298,Entre 1 000 et  3 499 habitants,Montcy-Notre-Dame,Montcy-Notre-Dame (8),,,704,1.82,22578,8,5
MONT-DIEU (LE ),08300,Moins de 500 habitants,Le Mont-Dieu,Le Mont-Dieu (8),,,8,2.03,0,10,2
MONTGON,08301,Moins de 500 habitants,Montgon,Montgon (8),,,34,1.49,0,10,6
MONTHERME,08302,Entre 1 000 et  3 499 habitants,Monthermé,Monthermé (8),,,1057,1.79,17497,2,55
MONTHOIS,08303,Moins de 500 habitants,Monthois,Monthois (8),,,172,1.73,19862,6,7
MONTIGNY-SUR-MEUSE,08304,Moins de 500 habitants,Montigny-sur-Meuse,Montigny-sur-Meuse (8),,,42,1.84,0,10,21
MONTIGNY-SUR-VENCE,08305,Moins de 500 habitants,Montigny-sur-Vence,Montigny-sur-Vence (8),,,81,1.99,21352,7,2
MONT-LAURENT,08306,Moins de 500 habitants,Mont-Laurent,Mont-Laurent (8),,,30,1.86,0,10,1
MONTMEILLANT,08307,Moins de 500 habitants,Montmeillant,Montmeillant (8),,,46,1.61,0,10,18
MONT-SAINT-MARTIN,08308,Moins de 500 habitants,Mont-Saint-Martin,Mont-Saint-Martin (8),,,35,1.80,0,10,2
MONT-SAINT-REMY,08309,Moins de 500 habitants,Mont-Saint-Remy,Mont-Saint-Remy (8),,,20,1.89,0,10,0
MOUZON,08311,Entre 1 000 et  3 499 habitants,Mouzon,Mouzon (8),,,1022,1.68,18228,3,38
MURTIN-ET-BOGNY,08312,Moins de 500 habitants,Murtin-et-Bogny,Murtin-et-Bogny (8),,,67,1.98,18724,4,7
NANTEUIL-SUR-AISNE,08313,Moins de 500 habitants,Nanteuil-sur-Aisne,Nanteuil-sur-Aisne (8),,,50,1.83,20147,6,4
NEUFLIZE,08314,Entre 500 et 999 habitants,Neuflize,Neuflize (8),,,284,1.99,22687,8,12
NEUFMANIL,08316,Entre 1 000 et  3 499 habitants,Neufmanil,Neufmanil (8),,,475,1.89,18459,3,12
NEUVILLE-A-MAIRE (LA ),08317,Moins de 500 habitants,La Neuville-à-Maire,La Neuville-à-Maire (8),,,40,2.24,19106,5,14
NEUVILLE-LEZ-BEAULIEU,08319,Moins de 500 habitants,Neuville-lez-Beaulieu,Neuville-lez-Beaulieu (8),,,152,1.79,17915,3,16
NEUVILLE-EN-TOURNE-A-FUY (LA ),08320,Entre 500 et 999 habitants,La Neuville-en-Tourne-à-Fuy,La Neuville-en-Tourne-à-Fuy (8),,,225,2.07,20541,6,8
NEUVILLE-DAY,08321,Moins de 500 habitants,Neuville-Day,Neuville-Day (8),,,68,1.63,17568,2,29
NEUVILLE-LES-THIS,08322,Moins de 500 habitants,Neuville-lès-This,Neuville-lès-This (8),,,145,1.94,21000,7,5
NEUVIZY,08324,Moins de 500 habitants,Neuvizy,Neuvizy (8),,,48,1.96,19509,5,4
NOIRVAL,08325,Moins de 500 habitants,Noirval,Noirval (8),,,16,1.68,0,10,2
NOUART,08326,Moins de 500 habitants,Nouart,Nouart (8),,,60,1.84,15883,1,30
NOUVION-SUR-MEUSE,08327,Entre 1 000 et  3 499 habitants,Nouvion-sur-Meuse,Nouvion-sur-Meuse (8),,,944,1.86,18132,3,7
NOUZONVILLE,08328,Entre 3 500 et 9 999 habitants,Nouzonville,Nouzonville (8),,,2533,1.89,16276,1,30
NOVION-PORCIEN,08329,Entre 500 et 999 habitants,Novion-Porcien,Novion-Porcien (8),,,208,1.83,19795,5,20
NOYERS-PONT-MAUGIS,08331,Entre 500 et 999 habitants,Noyers-Pont-Maugis,Noyers-Pont-Maugis (8),,,300,1.87,18801,4,8
OCHES,08332,Moins de 500 habitants,Oches,Oches (8),,,20,1.86,0,10,3
OLIZY-PRIMAT,08333,Moins de 500 habitants,Olizy-Primat,Olizy-Primat (8),,,91,1.93,16700,1,32
OMICOURT,08334,Moins de 500 habitants,Omicourt,Omicourt (8),,,12,2.32,0,10,7
OMONT,08335,Moins de 500 habitants,Omont,Omont (8),,,32,1.86,0,10,13
PAUVRES,08338,Moins de 500 habitants,Pauvres,Pauvres (8),,,75,1.98,21068,7,5
PERTHES,08339,Moins de 500 habitants,Perthes,Perthes (8),,,125,1.92,22022,8,2
POILCOURT-SYDNEY,08340,Moins de 500 habitants,Poilcourt-Sydney,Poilcourt-Sydney (8),,,71,2.17,20184,6,2
POIX-TERRON,08341,Entre 500 et 999 habitants,Poix-Terron,Poix-Terron (8),,,334,1.89,19384,5,8
POURU-SAINT-REMY,08343,Entre 1 000 et  3 499 habitants,Pouru-Saint-Remy,Pouru-Saint-Remy (8),,,488,1.94,18551,3,15
PREZ,08344,Moins de 500 habitants,Prez,Prez (8),,,52,1.95,17475,2,9
PRIX-LES-MEZIERES,08346,Entre 1 000 et  3 499 habitants,Prix-lès-Mézières,Prix-lès-Mézières (8),,,618,1.77,24070,9,3
PUISEUX,08348,Moins de 500 habitants,Puiseux,Puiseux (8),,,44,1.95,19505,5,4
PURE,08349,Entre 500 et 999 habitants,Pure,Pure (8),,,248,1.96,18654,4,14
QUATRE-CHAMPS,08350,Moins de 500 habitants,Quatre-Champs,Quatre-Champs (8),,,78,2.10,20643,7,13
QUILLY,08351,Moins de 500 habitants,Quilly,Quilly (8),,,33,1.73,0,10,3
RAILLICOURT,08352,Moins de 500 habitants,Raillicourt,Raillicourt (8),,,93,1.92,19645,5,1
RAUCOURT-ET-FLABA,08354,Entre 500 et 999 habitants,Raucourt-et-Flaba,Raucourt-et-Flaba (8),,,384,1.83,17373,2,26
REGNIOWEZ,08355,Moins de 500 habitants,Regniowez,Regniowez (8),,,164,1.81,19963,6,11
REMILLY-AILLICOURT,08357,Entre 500 et 999 habitants,Remilly-Aillicourt,Remilly-Aillicourt (8),,,315,1.94,18691,4,16
REMILLY-LES-POTHEES,08358,Moins de 500 habitants,Remilly-les-Pothées,Remilly-les-Pothées (8),,,93,2.02,18898,4,8
RENNEVILLE,08360,Moins de 500 habitants,Renneville,Renneville (8),,,84,1.81,18379,3,9
RENWEZ,08361,Entre 1 000 et  3 499 habitants,Renwez,Renwez (8),,,689,1.98,20176,6,17
REVIN,08363,Entre 3 500 et 9 999 habitants,Revin,Revin (8),,,2956,1.79,16253,1,75
RILLY-SUR-AISNE,08364,Moins de 500 habitants,Rilly-sur-Aisne,Rilly-sur-Aisne (8),,,43,2.07,17199,2,16
RIMOGNE,08365,Entre 1 000 et  3 499 habitants,Rimogne,Rimogne (8),,,580,1.97,17817,2,6
ROCROI,08367,Entre 1 000 et  3 499 habitants,Rocroi,Rocroi (8),,,1036,1.80,17517,2,38
ROIZY,08368,Moins de 500 habitants,Roizy,Roizy (8),,,99,1.91,21212,7,7
ROMAGNE (LA ),08369,Moins de 500 habitants,La Romagne,La Romagne (8),,,62,1.92,18373,3,9
ROUVROY-SUR-AUDRY,08370,Entre 500 et 999 habitants,Rouvroy-sur-Audry,Rouvroy-sur-Audry (8),,,228,1.95,18335,3,1
RUBIGNY,08372,Moins de 500 habitants,Rubigny,Rubigny (8),,,32,1.62,0,10,23
RUMIGNY,08373,Moins de 500 habitants,Rumigny,Rumigny (8),,,139,1.94,15091,1,13
SABOTTERIE (LA ),08374,Moins de 500 habitants,La Sabotterie,La Sabotterie (8),,,32,1.81,18428,3,4
VEZINS-DE-LEVEZOU,12294,Entre 500 et 999 habitants,Vézins-de-Lévézou,Vézins-de-Lévézou (12),,,276,1.87,15832,1,99
VIALA-DU-PAS-DE-JAUX (LE),12295,Moins de 500 habitants,Viala-du-Pas-de-Jaux,Viala-du-Pas-de-Jaux (12),,,44,1.67,0,10,37
VIALA-DU-TARN (LE),12296,Moins de 500 habitants,Viala-du-Tarn,Viala-du-Tarn (12),,,200,1.77,17257,2,21
VIBAL (LE),12297,Moins de 500 habitants,Le Vibal,Le Vibal (12),,,215,1.84,18453,3,88
VILLECOMTAL,12298,Moins de 500 habitants,Villecomtal,Villecomtal (12),,,187,1.70,17855,3,65
VILLEFRANCHE-DE-PANAT,12299,Entre 500 et 999 habitants,Villefranche-de-Panat,Villefranche-de-Panat (12),,,324,1.69,18817,4,251
VILLEFRANCHE-DE-ROUERGUE,12300,Entre 10 000 et 19 999 habitants,Villefranche-de-Rouergue,Villefranche-de-Rouergue (12),,,5809,1.61,18815,4,396
VILLENEUVE,12301,Entre 1 000 et  3 499 habitants,Villeneuve,Villeneuve (12),,,883,1.73,19313,5,193
VIMENET,12303,Moins de 500 habitants,Vimenet,Vimenet (12),,,123,1.66,17600,2,85
VITRAC-EN-VIADENE,12304,Moins de 500 habitants,,,,,53,1.74,15081,1,29
VIVIEZ,12305,Entre 1 000 et  3 499 habitants,Viviez,Viviez (12),,,683,1.59,17607,2,34
CURAN,12307,Moins de 500 habitants,Curan,Curan (12),,,128,1.87,16185,1,38
AIX-EN-PROVENCE,13001,Entre 100 000 et 199 999 habitants,Aix-en-Provence,Aix-en-Provence (13),25.0,0.19,68671,1.64,22153,8,2147
ALLAUCH,13002,Entre 20 000 et 49 999 habitants,Allauch,Allauch (13),25.0,0.06,8369,1.96,24463,9,182
ALLEINS,13003,Entre 1 000 et  3 499 habitants,Alleins,Alleins (13),,,986,1.96,23516,9,43
AUBAGNE,13005,Entre 20 000 et 49 999 habitants,Aubagne,Aubagne (13),,,18822,1.86,19569,5,343
AUREILLE,13006,Entre 1 000 et  3 499 habitants,Aureille,Aureille (13),,,663,1.86,20622,7,38
AURIOL,13007,Entre 10 000 et 19 999 habitants,Auriol,Auriol (13),25.0,0.07,4541,1.93,22753,8,180
AURONS,13008,Entre 500 et 999 habitants,Aurons,Aurons (13),,,208,1.86,25031,9,19
BARBENTANE,13010,Entre 3 500 et 9 999 habitants,Barbentane,Barbentane (13),20.0,0.04,1748,1.79,21056,7,71
BAUX-DE-PROVENCE (LES),13011,Moins de 500 habitants,Les Baux-de-Provence,Les Baux-de-Provence (13),,,180,1.85,20344,6,63
BEAURECUEIL,13012,Entre 500 et 999 habitants,Beaurecueil,Beaurecueil (13),,,204,1.76,32403,10,14
BELCODENE,13013,Entre 1 000 et  3 499 habitants,Belcodène,Belcodène (13),,,660,2.05,26406,10,46
BERRE-L'ETANG,13014,Entre 10 000 et 19 999 habitants,Berre-l'Étang,Berre-l'Étang (13),,,5236,1.99,17844,2,74
BOUC-BEL-AIR,13015,Entre 10 000 et 19 999 habitants,Bouc-Bel-Air,Bouc-Bel-Air (13),25.0,0.09,5195,2.00,26842,10,72
BOUILLADISSE (LA ),13016,Entre 3 500 et 9 999 habitants,La Bouilladisse,La Bouilladisse (13),25.0,0.03,2299,2.00,23648,9,159
BOULBON,13017,Entre 1 000 et  3 499 habitants,Boulbon,Boulbon (13),,,628,1.86,20390,6,56
CABRIES,13019,Entre 3 500 et 9 999 habitants,Cabriès,Cabriès (13),25.0,0.06,3597,1.99,28064,10,80
CADOLIVE,13020,Entre 1 000 et  3 499 habitants,Cadolive,Cadolive (13),,,868,1.94,23271,9,24
CASSIS,13022,Entre 3 500 et 9 999 habitants,Cassis,Cassis (13),25.0,0.09,3656,1.68,24305,9,1403
CEYRESTE,13023,Entre 3 500 et 9 999 habitants,Ceyreste,Ceyreste (13),25.0,0.02,1758,1.90,24698,9,208
CHARLEVAL,13024,Entre 1 000 et  3 499 habitants,Charleval,Charleval (13),,,988,1.98,19660,5,54
CHATEAUNEUF-LE-ROUGE,13025,Entre 1 000 et  3 499 habitants,Châteauneuf-le-Rouge,Châteauneuf-le-Rouge (13),,,829,1.95,27303,10,16
CHATEAURENARD,13027,Entre 10 000 et 19 999 habitants,Châteaurenard,Châteaurenard (13),20.0,0.14,6833,1.85,18034,3,102
CIOTAT (LA ),13028,Entre 20 000 et 49 999 habitants,La Ciotat,La Ciotat (13),25.0,0.21,16264,1.72,19967,6,3508
CORNILLON-CONFOUX,13029,Entre 1 000 et  3 499 habitants,Cornillon-Confoux,Cornillon-Confoux (13),,,565,1.91,24552,9,33
CUGES-LES-PINS,13030,Entre 3 500 et 9 999 habitants,Cuges-les-Pins,Cuges-les-Pins (13),25.0,0.03,1932,2.01,21778,8,84
DESTROUSSE (LA ),13031,Entre 1 000 et  3 499 habitants,La Destrousse,La Destrousse (13),,,1310,1.86,22985,9,33
EGUILLES,13032,Entre 3 500 et 9 999 habitants,Éguilles,Éguilles (13),25.0,0.04,3194,1.85,27509,10,131
EYGALIERES,13034,Entre 1 000 et  3 499 habitants,Eygalières,Eygalières (13),,,793,1.76,20758,7,295
EYGUIERES,13035,Entre 3 500 et 9 999 habitants,Eyguières,Eyguières (13),25.0,0.04,2805,1.89,22347,8,303
EYRAGUES,13036,Entre 3 500 et 9 999 habitants,Eyragues,Eyragues (13),20.0,0.05,1823,1.80,19603,5,85
FARE-LES-OLIVIERS (LA ),13037,Entre 3 500 et 9 999 habitants,La Fare-les-Oliviers,La Fare-les-Oliviers (13),25.0,0.03,3236,1.94,23276,9,52
FOS-SUR-MER,13039,Entre 10 000 et 19 999 habitants,Fos-sur-Mer,Fos-sur-Mer (13),20.0,0.18,6206,1.99,20704,7,292
FUVEAU,13040,Entre 3 500 et 9 999 habitants,Fuveau,Fuveau (13),25.0,0.05,3780,1.99,24255,9,221
GARDANNE,13041,Entre 20 000 et 49 999 habitants,Gardanne,Gardanne (13),25.0,0.24,8490,1.86,20171,6,89
GEMENOS,13042,Entre 3 500 et 9 999 habitants,Gémenos,Gémenos (13),25.0,0.04,2520,1.92,26364,10,91
GRANS,13044,Entre 3 500 et 9 999 habitants,Grans,Grans (13),20.0,0.09,1868,1.85,23514,9,44
GRAVESON,13045,Entre 3 500 et 9 999 habitants,Graveson,Graveson (13),20.0,0.09,1818,1.92,19544,5,44
GREASQUE,13046,Entre 3 500 et 9 999 habitants,Gréasque,Gréasque (13),25.0,0.09,1633,1.95,23140,9,46
ISTRES,13047,Entre 20 000 et 49 999 habitants,Istres,Istres (13),,,17561,1.89,19979,6,249
LAMANON,13049,Entre 1 000 et  3 499 habitants,Lamanon,Lamanon (13),,,796,1.90,23653,9,33
LAMBESC,13050,Entre 3 500 et 9 999 habitants,Lambesc,Lambesc (13),25.0,0.07,3893,1.90,22480,8,191
LANCON-PROVENCE,13051,Entre 3 500 et 9 999 habitants,Lançon-Provence,Lançon-Provence (13),25.0,0.01,3260,2.06,23417,9,40
MALLEMORT,13053,Entre 3 500 et 9 999 habitants,Mallemort,Mallemort (13),25.0,0.08,2443,1.94,20334,6,343
MARIGNANE,13054,Entre 20 000 et 49 999 habitants,Marignane,Marignane (13),25.0,0.13,13962,1.91,19104,5,208
MARSEILLE,13055,Plus de 200 000 habitants,Marseille,Marseille (13),25.0,0.20,385378,1.77,17828,2,6719
MARTIGUES,13056,Entre 20 000 et 49 999 habitants,Martigues,Martigues (13),,,20724,1.83,20149,6,1382
MAUSSANE-LES-ALPILLES,13058,Entre 1 000 et  3 499 habitants,Maussane-les-Alpilles,Maussane-les-Alpilles (13),,,958,1.82,21963,8,291
MEYRARGUES,13059,Entre 3 500 et 9 999 habitants,Meyrargues,Meyrargues (13),25.0,0.12,1520,1.96,21707,8,100
SAINT-PIERRE-DE-MEZOARGUES,13061,Moins de 500 habitants,Saint-Pierre-de-Mézoargues,Saint-Pierre-de-Mézoargues (13),,,100,1.74,20163,6,6
MIMET,13062,Entre 3 500 et 9 999 habitants,Mimet,Mimet (13),25.0,0.04,1655,2.06,26011,10,82
MIRAMAS,13063,Entre 20 000 et 49 999 habitants,Miramas,Miramas (13),,,10143,1.90,17539,2,87
MOLLEGES,13064,Entre 1 000 et  3 499 habitants,Mollégès,Mollégès (13),,,1048,1.90,20034,6,29
MOURIES,13065,Entre 3 500 et 9 999 habitants,Mouriès,Mouriès (13),,,1512,1.82,20810,7,200
ORGON,13067,Entre 1 000 et  3 499 habitants,Orgon,Orgon (13),,,1235,1.98,17422,2,43
PARADOU (LE ),13068,Entre 1 000 et  3 499 habitants,Paradou,Paradou (13),,,740,1.90,23374,9,99
PENNE-SUR-HUVEAUNE (LA ),13070,Entre 3 500 et 9 999 habitants,La Penne-sur-Huveaune,La Penne-sur-Huveaune (13),25.0,0.20,2546,1.92,21037,7,27
PENNES-MIRABEAU (LES),13071,Entre 20 000 et 49 999 habitants,Les Pennes-Mirabeau,Les Pennes-Mirabeau (13),25.0,0.08,8135,1.92,23033,9,92
PEYNIER,13072,Entre 1 000 et  3 499 habitants,Peynier,Peynier (13),,,1274,1.92,24923,9,95
PEYROLLES-EN-PROVENCE,13074,Entre 3 500 et 9 999 habitants,Peyrolles-en-Provence,Peyrolles-en-Provence (13),25.0,0.09,1902,2.01,20358,6,51
PLAN-DE-CUQUES,13075,Entre 10 000 et 19 999 habitants,Plan-de-Cuques,Plan-de-Cuques (13),25.0,0.07,4429,1.89,23201,9,58
PLAN-D'ORGON,13076,Entre 1 000 et  3 499 habitants,Plan-d'Orgon,Plan-d'Orgon (13),,,1209,1.99,19119,5,43
PORT-SAINT-LOUIS-DU-RHONE,13078,Entre 3 500 et 9 999 habitants,Port-Saint-Louis-du-Rhône,Port-Saint-Louis-du-Rhône (13),,,3818,1.78,18147,3,199
PUYLOUBIER,13079,Entre 1 000 et  3 499 habitants,Puyloubier,Puyloubier (13),,,680,1.90,23132,9,51
ROGNAC,13081,Entre 10 000 et 19 999 habitants,Rognac,Rognac (13),25.0,0.09,4638,1.96,21748,8,40
ROGNES,13082,Entre 3 500 et 9 999 habitants,Rognes,Rognes (13),25.0,0.05,1788,1.94,24833,9,162
ROGNONAS,13083,Entre 3 500 et 9 999 habitants,Rognonas,Rognonas (13),20.0,0.10,1751,1.83,20560,7,20
ROQUE-D'ANTHERON (LA ),13084,Entre 3 500 et 9 999 habitants,La Roque-d'Anthéron,La Roque-d'Anthéron (13),,,2047,1.94,19287,5,51
ROQUEFORT-LA-BEDOULE,13085,Entre 3 500 et 9 999 habitants,Roquefort-la-Bédoule,Roquefort-la-Bédoule (13),25.0,0.09,2066,1.94,24059,9,75
ROUSSET,13087,Entre 3 500 et 9 999 habitants,Rousset,Rousset (13),25.0,0.18,1874,1.92,22261,8,64
ROVE (LE ),13088,Entre 3 500 et 9 999 habitants,Le Rove,Le Rove (13),25.0,0.12,1878,1.90,22689,8,217
SAINT-ANDIOL,13089,Entre 1 000 et  3 499 habitants,Saint-Andiol,Saint-Andiol (13),,,1342,1.92,17916,3,18
SAINT-ANTONIN-SUR-BAYON,13090,Moins de 500 habitants,Saint-Antonin-sur-Bayon,Saint-Antonin-sur-Bayon (13),,,60,1.74,30149,10,14
ANGLIERS,17009,Entre 500 et 999 habitants,Angliers,Angliers (17),,,308,2.21,20227,6,5
ANGOULINS,17010,Entre 3 500 et 9 999 habitants,Angoulins,Angoulins (17),25.0,0.06,1713,1.76,23160,9,176
ANNEPONT,17011,Moins de 500 habitants,Annepont,Annepont (17),,,145,1.91,17477,2,15
ANNEZAY,17012,Moins de 500 habitants,Annezay,Annezay (17),,,64,1.86,18707,4,13
ANTEZANT-LA-CHAPELLE,17013,Moins de 500 habitants,Antezant-la-Chapelle,Antezant-la-Chapelle (17),,,154,1.83,18905,4,21
ARCES,17015,Entre 500 et 999 habitants,Arces,Arces (17),,,303,1.85,17758,2,79
ARCHIAC,17016,Entre 500 et 999 habitants,Archiac,Archiac (17),,,345,1.71,17205,2,9
ARCHINGEAY,17017,Entre 500 et 999 habitants,Archingeay,Archingeay (17),,,283,1.90,17396,2,74
ARDILLIERES,17018,Entre 500 et 999 habitants,Ardillières,Ardillières (17),,,307,2.11,19706,5,26
ARS-EN-RE,17019,Entre 1 000 et  3 499 habitants,Ars-en-Ré,Ars-en-Ré (17),,,624,1.64,21719,8,986
ARTHENAC,17020,Moins de 500 habitants,Arthenac,Arthenac (17),,,144,1.87,21787,8,1
ARVERT,17021,Entre 1 000 et  3 499 habitants,Arvert,Arvert (17),,,1537,1.72,18601,4,237
ASNIERES-LA-GIRAUD,17022,Entre 500 et 999 habitants,Asnières-la-Giraud,Asnières-la-Giraud (17),,,422,1.80,19438,5,31
AUJAC,17023,Moins de 500 habitants,Aujac,Aujac (17),,,152,1.75,17965,3,13
AULNAY,17024,Entre 1 000 et  3 499 habitants,Aulnay,Aulnay (17),,,676,1.66,17798,2,57
AUMAGNE,17025,Entre 500 et 999 habitants,Aumagne,Aumagne (17),,,320,1.83,18028,3,44
AUTHON-EBEON,17026,Moins de 500 habitants,Authon-Ébéon,Authon-Ébéon (17),,,180,1.73,18097,3,23
AVY,17027,Moins de 500 habitants,Avy,Avy (17),,,212,1.74,19798,5,8
AYTRE,17028,Entre 3 500 et 9 999 habitants,Aytré,Aytré (17),25.0,0.17,4507,1.62,20422,6,229
BAGNIZEAU,17029,Moins de 500 habitants,Bagnizeau,Bagnizeau (17),,,83,1.73,18582,3,11
BALANZAC,17030,Entre 500 et 999 habitants,Balanzac,Balanzac (17),,,224,1.90,18255,3,22
BALLANS,17031,Moins de 500 habitants,Ballans,Ballans (17),,,97,1.87,19444,5,11
BALLON,17032,Entre 500 et 999 habitants,Ballon,Ballon (17),,,320,1.92,19896,6,19
BARZAN,17034,Moins de 500 habitants,Barzan,Barzan (17),,,201,1.73,18467,3,136
BAZAUGES,17035,Moins de 500 habitants,Bazauges,Bazauges (17),,,76,1.64,19383,5,14
BEAUGEAY,17036,Entre 500 et 999 habitants,Beaugeay,Beaugeay (17),,,277,2.11,20861,7,11
BEAUVAIS-SUR-MATHA,17037,Entre 500 et 999 habitants,Beauvais-sur-Matha,Beauvais-sur-Matha (17),,,311,1.68,16775,1,30
BELLUIRE,17039,Moins de 500 habitants,Belluire,Belluire (17),,,87,1.94,20510,6,3
BENATE (LA ),17040,Moins de 500 habitants,,,,,160,2.03,19315,5,17
BENON,17041,Entre 1 000 et  3 499 habitants,Benon,Benon (17),,,500,2.16,19538,5,42
BERNAY-SAINT-MARTIN,17043,Entre 500 et 999 habitants,Bernay-Saint-Martin,Bernay-Saint-Martin (17),,,314,1.88,17681,2,44
BERNEUIL,17044,Entre 1 000 et  3 499 habitants,Berneuil,Berneuil (17),,,479,1.86,18792,4,16
BEURLAY,17045,Entre 1 000 et  3 499 habitants,Beurlay,Beurlay (17),,,398,1.95,19097,5,11
BIRON,17047,Moins de 500 habitants,Biron,Biron (17),,,96,1.82,19476,5,7
BLANZAC-LES-MATHA,17048,Moins de 500 habitants,Blanzac-lès-Matha,Blanzac-lès-Matha (17),,,148,1.78,18337,3,8
BLANZAY-SUR-BOUTONNE,17049,Moins de 500 habitants,Blanzay-sur-Boutonne,Blanzay-sur-Boutonne (17),,,40,1.70,0,10,11
